Entry,Line,Message,Byte_Count,Decimals
836,1672,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
837,1674,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
838,1676,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
839,1678,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=2)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,2,0"
840,1680,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
841,1682,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=13006, Current=3)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,206,50,3,0"
842,1684,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
843,1686,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
844,1688,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
845,1690,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,1,0"
846,1692,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
847,1694,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=13003, Current=111)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,203,50,111,0"
848,1696,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=2)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,2,0"
849,1698,"Dock_ResponseMeasure_26(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,26,7,1,0,0,255,255,255,255,255,1,1,0,8,0,0,1,0"
850,1700,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
851,1702,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
852,1704,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
853,1706,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
854,1708,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
855,1710,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=3)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,3,0"
856,1712,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
857,1714,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
858,1716,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
859,1718,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
860,1720,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
861,1722,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
862,1724,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,2,0"
863,1726,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
864,1728,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
865,1730,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
866,1732,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,1,0"
867,1734,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
868,1736,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=12994, Current=112)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,194,50,112,0"
869,1738,"Dock_ResponseMeasure_25(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,25,7,1,0,0,255,255,255,255,255,1,1,0,9,0,0,1,0"
870,1740,"Dock_ResponseMeasure_26(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,26,7,1,0,0,255,255,255,255,255,1,1,0,8,0,0,4,0"
871,1742,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
872,1744,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,4,0"
873,1746,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
874,1748,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
875,1750,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
876,1752,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=13006, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,206,50,2,0"
877,1754,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,1,0"
878,1756,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
879,1758,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
880,1760,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
881,1762,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
882,1764,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
883,1766,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,2,0"
884,1768,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
885,1770,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
886,1772,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
887,1774,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,0,0"
888,1776,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
889,1778,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
890,1780,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
891,1782,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
892,1784,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
893,1786,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
894,1788,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,2,0"
895,1790,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
896,1792,"Dock_ResponseMeasure_28(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,28,7,1,0,0,255,255,255,255,255,1,1,0,13,0,0,4,0"
897,1794,"Dock_ResponseMeasure_29(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,29,7,1,0,0,255,255,255,255,255,1,1,0,12,0,0,0,0"
898,1796,"Dock_ResponseMeasure_31(eDiagInfo=1, eMode=2, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,31,7,1,0,0,255,255,255,255,255,1,2,0,0,0,0,0,0"
899,1798,"Dock_ResponseMeasure_51(eDiagInfo=1, eMode=4, OutState=0, Voltage=13006, Current=0)",24,"1,1,145,245,255,255,51,7,1,0,0,255,255,255,255,255,1,4,0,0,206,50,0,0"
900,1800,"Dock_ResponseMeasure_52(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,52,7,1,0,0,255,255,255,255,255,1,1,0,17,0,0,0,0"
901,1802,"Dock_ResponseMeasure_54(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,54,7,1,0,0,255,255,255,255,255,1,1,0,1,0,0,0,0"
902,1804,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
903,1806,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
904,1808,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
905,1810,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
906,1812,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
907,1814,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,2,0"
908,1816,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
909,1818,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
910,1820,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
911,1822,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,1,0"
912,1824,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
913,1826,"Dock_Errors(category=4, status=255, code=2, payload=0)",32,"1,1,145,245,255,255,4,0,1,0,0,255,255,255,255,255,4,255,2,0,255,255,255,255,0,0,0,0,0,0,0,0"
914,1828,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
915,1830,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
916,1832,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
917,1834,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
918,1836,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
919,1838,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=13006, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,206,50,2,0"
920,1840,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
921,1842,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
922,1844,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=4)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,4,0"
923,1846,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
924,1848,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
925,1850,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
926,1852,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12987, Current=2)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,187,50,2,0"
927,1854,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
928,1856,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
929,1858,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
930,1860,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,0,0"
931,1862,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
932,1864,"Dock_ResponseMeasure_24(eDiagInfo=1, eMode=1, OutState=1, Voltage=12994, Current=114)",24,"1,1,145,245,255,255,24,7,1,0,0,255,255,255,255,255,1,1,1,14,194,50,114,0"
933,1866,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
934,1868,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
935,1870,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
936,1872,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,0,0"
937,1874,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
938,1876,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=3)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,3,0"
939,1878,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,0,0"
940,1880,"Dock_ResponseMeasure_1(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,1,7,1,0,0,255,255,255,255,255,1,1,0,2,0,0,0,0"
941,1882,"Dock_ResponseMeasure_3(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=3)",24,"1,1,145,245,255,255,3,7,1,0,0,255,255,255,255,255,1,1,0,7,0,0,3,0"
942,1884,"Dock_ResponseMeasure_4(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,4,7,1,0,0,255,255,255,255,255,1,1,0,10,0,0,0,0"
943,1886,"Dock_ResponseMeasure_5(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,5,7,1,0,0,255,255,255,255,255,1,1,0,11,0,0,1,0"
944,1888,"Dock_ResponseMeasure_6(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,6,7,1,0,0,255,255,255,255,255,1,1,0,6,0,0,0,0"
945,1890,"Dock_ResponseMeasure_7(eDiagInfo=1, eMode=1, OutState=1, Voltage=12996, Current=3)",24,"1,1,145,245,255,255,7,7,1,0,0,255,255,255,255,255,1,1,1,0,196,50,3,0"
946,1892,"Dock_ResponseMeasure_8(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,8,7,1,0,0,255,255,255,255,255,1,1,0,18,0,0,1,0"
947,1894,"Dock_ResponseMeasure_9(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,9,7,1,0,0,255,255,255,255,255,1,1,0,15,0,0,0,0"
948,1896,"Dock_ResponseMeasure_20(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,20,7,1,0,0,255,255,255,255,255,1,1,0,3,0,0,0,0"
949,1898,"Dock_ResponseMeasure_22(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=1)",24,"1,1,145,245,255,255,22,7,1,0,0,255,255,255,255,255,1,1,0,5,0,0,1,0"
950,1900,"Dock_ResponseMeasure_23(eDiagInfo=1, eMode=1, OutState=0, Voltage=0, Current=0)",24,"1,1,145,245,255,255,23,7,1,0,0,255,255,255,255,255,1,1,0,16,0,0,0,0"
951,1902,"Dock_DockConnectionStatus(readyToDock=1, readyToFill=0, fillFinished=0, acceptedID=0)",24,"1,1,145,245,255,255,1,0,1,0,0,255,255,255,255,255,1,0,0,255,0,0,255,255"
952,1904,"Dock_FillMsg1(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=1, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=317.413330078125)",48,"1,1,145,245,255,255,1,16,1,0,0,255,255,255,255,255,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,180,158,67,0,0,0,0"
953,1906,"Dock_FillMsg2(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=2, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=310.49749755859375)",48,"1,1,145,245,255,255,2,16,1,0,0,255,255,255,255,255,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,63,155,67,0,0,0,0"
954,1908,"Dock_FillMsg3(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=3, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=296.4638977050781)",48,"1,1,145,245,255,255,3,16,1,0,0,255,255,255,255,255,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,59,148,67,0,0,0,0"
955,1910,"Dock_FillMsg4(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=4, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=1000.0)",48,"1,1,145,245,255,255,4,16,1,0,0,255,255,255,255,255,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,68,0,0,0,0"
956,1912,"Dock_FillMsg5(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=5, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=1000.0)",48,"1,1,145,245,255,255,5,16,1,0,0,255,255,255,255,255,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,68,0,0,0,0"
957,1914,"Dock_FillMsg6(fillType=2, b_Delivered=0, InjectionState=0, DeliveryOrder=6, TransferRate=0.0, VolumeMeasured=0.0, WaterBeforeInjection=0.0, ChemVolumeRequestedResponse=0.0, FlushVolumeMeasured=0.0, LevelRemaining=1000.0)",48,"1,1,145,245,255,255,6,16,1,0,0,255,255,255,255,255,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,68,0,0,0,0"
